"","GDGT.0_GD-GD-GD","GDGT.1_GD-GD","GDG.T2_GD"
"1",1.35206211464397,0.0772424620832201,0.775996635056004
"2",1.67053072887256,1.03228436478763,1.22558045481267
"3",2.29304217164831,0.0511267979507311,1.0284639091844
"4",1.54665307262409,0.317627580418368,0.759182533823588
"5",1.98718627521902,0.432671217127213,1.18516989178292
"6",2.52344193760048,0.734491673830357,1.15532858764263
"7",1.53771368968919,0.435521092385595,1.13605275024586
"8",1.82786693701339,0.461001229545475,1.03617653581557
"9",0.99626830055383,0.244544101075142,0.679945970753044
"10",1.85205184164999,0.699165717587577,0.444881583113987
"11",1.59836644432417,0.340347609431813,1.04630805952023
"12",1.6671866448253,0.491868817391505,1.4314251757982
"13",1.88423930850555,0.360682874809904,0.825346507859718
"14",1.49958375573846,0.401281767768829,1.0923155610034
"15",1.53189275639607,0.388693499483411,0.995595253993373
"16",1.51125608252542,0.498251810814979,1.23489450012241
"17",1.47567698690882,-0.00632375614631086,0.850607635195287
"18",1.58436001269775,0.26941696992045,0.950486843965293
"19",1.79553282348897,0.671276932160001,1.16268575245009
"20",1.49159819498303,0.304028751595828,0.990436399024253
"21",1.37080022109601,0.269101289951896,1.05040641306212
"22",1.38556236765008,0.375963299953591,1.13513488987322
"23",1.40472301924522,0.237502353531957,0.877571038730745
"24",1.47469638411116,0.290537926607584,0.926991453471495
"25",1.50029223616025,0.222813064130235,0.962457917087321
"26",1.29025188972523,0.292678182794911,0.838898786390949
"27",1.225863696973,0.233730054795916,1.02774061511269
"28",1.35632818788676,0.232666939143731,0.943096014911523
"29",1.33390281366397,0.198997130533951,0.878055243739195
"30",1.45028073696495,0.27364788619999,0.994154661982231
"31",2.3125989087392,0.147284693473964,0.906706663953886
"32",1.75000222022769,0.434283158010174,1.01944491616826
"33",1.42457078330755,0.348829015618506,0.925716084183976
"34",1.33836428777948,0.29910450535774,1.03173074976771
"35",1.45473729894627,0.368867625605213,0.772074408788651
"36",1.53618982567189,0.467428122053487,0.827281571328483
"37",1.53329123483614,0.39975278514189,1.00468060481364
"38",1.432740807047,0.360569395771969,0.981411216932834
"39",1.43416537364547,0.312179126450483,0.79230338132124
"40",1.51759676364311,0.436182434836268,0.890537544482392
"41",1.45978849872225,0.25445980430397,0.955902068223697
"42",1.65702354554898,0.489059667883424,1.02058812821116
"43",1.61245526808864,0.374837210378695,1.10298659344816
"44",1.39596195918327,0.311501749771752,0.921785524627622
"45",1.51745190210737,0.374691417919585,0.954808194081448
"46",1.67296247774082,0.203702325013923,1.07129461196032
"47",1.47763806608406,0.312062747288766,0.845695166381511
"48",1.39717673567158,0.302073675194686,0.941331666259586
"49",1.38033880779044,0.40818963991705,0.963177942887331
"50",1.45467643535825,0.16284366975325,0.822036670280957
"51",1.51363588452584,0.227363974098918,0.808077885969038
"52",1.25834611758635,0.268550831920642,0.864396997481951
"53",1.34835441682733,0.134122863592411,0.837774718310677
"54",1.41364906306267,0.257343273936344,0.854806607506427
"55",1.33944480151342,0.181747506411549,0.869991083830194
"56",1.21544556720973,0.259353012928668,0.913665425548933
"57",1.39948316348615,0.28422004144888,0.834825037424202
"58",1.2382545672958,0.225962430328169,1.02011901463453
"59",1.37036978466347,0.351377107659645,0.916768531661835
"60",0.749306147318641,0.161928274783964,0.894873557885031
"61",1.24191136394162,0.126455186042048,0.90188328459277
"62",1.35202483680782,0.320728428728497,0.888289169395901
"63",1.2022760485751,0.183444861623522,0.833542620837918
"64",1.27348937308731,0.0732543549754781,0.839075194548907
"65",1.37708998090291,0.268454426112663,0.800359224940565
"66",1.39563656608278,0.225190358544983,1.05736737395366
"67",1.16986149645802,0.280139080534273,0.887719359530708
"68",1.17720102890066,0.322054661476906,0.756460593310928
"69",1.37872194948472,0.352604047932512,0.862376222874105
"70",1.33234272913759,0.240844794419789,0.921068997837123
"71",1.76361668492826,0.0569114130148661,1.22616093625761
"72",1.27625949915113,0.104722224408543,0.842717423072711
"73",1.42275707706886,0.191226882370327,0.91285499886632
"74",1.37990064462799,0.258174684004261,0.941609248446499
"75",1.56481749444457,0.371838632770483,0.898801675267661
"76",2.21875746172176,0.348836565081565,1.07450358671696
"77",1.04385970077524,0.0560704130917786,0.810766193169554
