"","GDGT.0_GD-GD-GD","GDGT.1_GD-GD","GDGT.2_GD"
"1",2.01150421856783,0.751380093756397,1.13017862147261
"2",1.85954458480173,0.737047027362501,1.14913656030479
"3",1.66627210816416,0.594337456385038,1.11529298351268
"4",1.74312981508507,0.617633366854753,1.13945827186864
"5",1.72803916529844,0.558016204489694,0.967726682347498
"6",1.73797706215362,0.52334745173543,1.25652274542
"7",1.86891659684834,0.610263095209341,1.19383831777383
"8",1.78115967328961,0.614349091686171,1.09869596435803
"9",1.80200034395768,0.68677669508739,1.21506764703151
"10",1.76981118640061,0.581939030775248,1.14215423184574
"11",1.76473199564554,0.620135818517061,1.26384298777565
"12",1.69697185432608,0.488763628317783,1.21620937077406
"13",2.35906428322146,0.515112851436646,1.1169386168347
"14",2.75347171648391,0.387587456225259,1.10014809193571
"15",1.64245931362166,0.440812130540631,1.06957488121354
"16",1.35399491765773,0.297017507912067,1.09358410787812
"17",2.37757533918078,0.522424004272132,1.19385603597562
"18",1.48710761527577,0.366149644277562,1.12979166296241
"19",1.89814358309037,0.306971571195066,1.10382004833583
"20",1.46999209432155,0.292089358574134,1.10612397088696
"21",2.07957963194338,0.432863881382841,1.05360571037832
"22",1.5226832302788,0.392932260607058,1.02994842905599
"23",1.67643099217171,0.361229243939128,1.08534671559612
"24",1.99654296215237,0.362108991579694,1.13385728873927
"25",1.58167763371216,0.282365287351649,1.10565222821014
"26",2.28859642678794,0.427063228801917,1.02920511363181
"27",1.33689270885691,0.396633982100211,1.1010673730391
"28",2.05159785043141,0.393172323650856,1.17949382605322
"29",1.39988492037706,0.336215294946014,1.12619559693773
"30",1.35747406964758,0.327239465008361,1.0990380679648
"31",1.31704146655517,0.869013492253461,1.1375122689952
"32",1.70393944308467,0.400631668187307,1.17200484626486
"33",1.90020436484706,0.399220293890357,1.12962991898328
"34",1.90996727035408,0.555592795493919,1.12466366151414
"35",2.27957357520259,0.664597711913911,1.11047942525857
"36",3.62695270257698,0.306560391955108,1.03557589395307
"37",1.4088378042307,0.369167922284829,1.1073865390477
"38",1.2825071355013,0.32573527810173,1.07054829430327
"39",1.28178719056413,0.471551213348656,1.00100020594312
"40",1.14862437241751,0.136930183312995,1.05707651506463
"41",1.31635130599486,0.461098527015332,1.05161594156139
"42",1.36011063951901,0.41557562044593,1.25391468774266
"43",1.9678949684301,0.0253614812887956,1.06275917714331
"44",1.5569001951882,0.316649051985831,1.05831123584474
"45",1.33301628727491,0.287931007533903,1.17855196437651
"46",1.1447457072269,0.222488948112621,1.00403712175565
"47",1.45124452585477,0.399490546594663,1.1897546379667
"48",1.79676958044034,0.158447633665638,1.12826795364707
"49",2.58637721388236,1.17049657540001,1.2096479175996
"50",3.00020230406091,1.36190583871449,1.12021987899551
"51",2.91193527734313,1.36751817491784,1.22858781228686
"52",2.73493742848196,1.28656820256584,1.16540117282289
"53",2.87951381443962,1.31202788388589,1.16733466641037
"54",3.19275064116233,1.3708331829664,1.02782326892711
"55",3.02846440619517,1.27823078981488,1.04119497686763
"56",2.83239410487977,1.29218887729865,1.16196300941047
"57",3.18833737538879,1.33576856374235,1.02720724955822
"58",3.08868102258787,1.34596114763657,1.0284844729426
"59",2.98820136734662,1.35514415682799,1.10367473621901
"60",2.84640451910539,1.352391810689,1.23766206028065
"61",2.61562838020402,1.05591615442839,0.927251270625618
"62",2.46119041450885,1.01391863015993,0.95098856592387
"63",2.66722932974359,1.20218825870489,1.1501645521
"64",2.55415041919103,1.1238468503082,1.09000589429077
"65",2.22162270499197,1.00065755878033,1.21116205695068
"66",2.40419199271861,1.1092607023519,1.19692229339829
"67",2.60320031038296,0.814751177907955,2.15442986531612
"68",4.56162219440571,0.819615350866805,1.4091119391789
"69",1.491449130762,0.439190139719744,1.11143571971275
"70",1.48857730028579,0.396632749251713,1.1290437766123
"71",2.57616914458298,0.378391122989827,1.22483406426245
"72",3.13815432431878,0.584068999288392,1.35378070004852
"73",2.59881794794836,0.54085047481098,1.2391907315241
"74",2.92066484972071,0.450410280792508,1.23134318023093
"75",3.90214546812187,0.472316196947853,1.18018243781771
"76",2.12456266798643,0.184712069760443,1.21185539986127
"77",2.50522727791486,0.407654232512727,1.36663754116994
"78",4.29785739571167,0.631660441285118,1.35680230364762
"79",3.34780086978643,1.52921323295068,1.65685581659169
"80",2.56494708999862,0.104035167082618,0.768869895657673
"81",3.87343905568511,-0.668297701140239,0.416163247053165
"82",2.30012122914421,0.958858146702246,1.54701352326412
"83",1.89891081394092,-0.319756927549294,0.657643432907044
"84",1.6268844797175,0.177332172692071,1.14281798456127
"85",2.27744419828788,0.509471127862284,1.04689623648481
"86",3.34780086978643,1.52921323295068,1.65685581659169
"87",3.46129100845843,0.827472350407577,1.22714639804125
"88",1.34347282325544,0.237460028990747,1.11316971033885
"89",1.64804388931969,0.666670544339635,0.711056124501415
"90",0.971626202180098,0.161197372421865,0.630392016549211
"91",0.928061277984351,0.166790427278407,0.629434733395435
"92",1.14662202101471,0.244350976005869,0.630024099092262
"93",2.33592031155627,0.311853725260817,0.575017308875472
"94",1.01233025075048,0.169333097911535,0.541172009544739
"95",1.14813279545133,0.309100970479583,0.666203241017497
"96",1.01699418080421,0.230732654132495,0.602271122353592
"97",1.05652817787403,0.245986434290896,0.608302725640198
"98",0.852181100404943,0.277564802339973,0.63309150395863
"99",0.841299815735761,0.083143559570277,0.6086979362627
"100",0.687821063259855,0.0482066362793001,0.569836853679998
"101",0.915434853063011,0.120415584654186,0.594118144012423
"102",0.851377638731472,0.166219950868806,0.762052940604226
"103",0.800791244114975,0.0366377865300831,0.623471839825773
"104",0.769804974188681,0.0602789003484163,0.639995223904546
"105",0.871648706578365,0.134420191928793,0.679584132975801
"106",0.541868816894506,-0.0714137732216412,0.567849586025289
"107",0.777032203919785,-0.0158564830257215,0.584905128522005
"108",0.636531860657112,-0.036112197140936,0.643934482804681
"109",0.679637328016996,-0.0440816884910226,0.720537170459995
"110",1.39645197487168,0.431297168853964,0.878001046534606
"111",1.33158997766557,0.369093479559727,0.77584474254211
"112",1.41331015892113,0.440745588481924,0.48666681519489
"113",1.43304080063442,0.46074507308549,0.52969196125001
"114",1.45608315185109,0.455742678621701,0.529669015940596
"115",1.38098281314267,0.442428616484767,0.526235989231762
"116",1.34609618364203,0.419446711249374,0.475954455343019
"117",1.39354383733211,0.429747269319338,0.524181968372806
"118",1.35174499560671,0.410327559135663,0.532124789461339
"119",1.34045357878306,0.397063065637042,0.487534181551772
"120",1.3874384024588,0.417804862044866,0.469827961176223
"121",1.48565708455446,0.471646662546647,0.482318441734445
"122",1.40282131891307,0.45090227088268,0.534138937094872
"123",1.38067642159373,0.372556729573598,0.484788103197365
"124",1.33716395384421,0.376476141163469,0.42825704805104
"125",1.38877039616322,0.357846557326671,0.448535305701172
"126",1.39713247219691,0.403517899571825,0.456229811679896
"127",1.33524368889452,0.455314714097214,0.570563456194097
"128",1.15727619607671,0.287835503575536,0.442252139917117
"129",0.9726795620569,-0.316525791286339,0.169187088458113
"130",1.03125561322851,0.180857553645565,0.434018937606609
"131",1.13557811704141,0.304093785432516,0.632659164216665
"132",1.08850402753032,0.223798323348131,0.732942987744636
"133",0.894819603436722,0.178612191522776,0.325036822779946
"134",0.850895536988663,0.0840299874008127,0.176064850313505
"135",0.71120338107015,-0.187155156201094,0.316801319438034
"136",0.876734529361156,0.0109244132774105,0.282628592959625
"137",0.95189642408935,0.0359659024275422,0.323111204417893
"138",1.11444761217129,0.122838420320885,0.432280180240805
"139",0.715232334723102,-0.0996614271885149,0.512016903333446
"140",0.880264285980764,-0.0579775709171776,0.0506243576584512
"141",0.915405505101282,-0.0374145388863166,0.185712178955216
"142",0.77252732340906,-0.0102222949575263,0.348729503443396
"143",0.601016939303171,-0.0891797930190691,0.337701001702725
"144",0.711213851096907,-0.0423057319045673,0.313781322867687
"145",0.885095921254089,0.0474014802663119,0.391937226236296
"146",0.836338142928412,0.0894673307604974,0.18919995333874
"147",0.673329724892885,-0.101141134753752,0.395225919132439
"148",0.699233454035182,-0.0180051079376757,0.360027912041238
"149",0.649720141980639,-0.0822593581163076,0.333298026648064
"150",0.640233896237619,-0.47538774728627,0.164594101997806
"151",0.658967496572511,-0.0951610809335334,0.400812293815477
"152",0.733539524128422,-0.0963524486190606,0.384293232693011
"153",0.475922721217184,-0.60426358592136,0.178540511121549
"154",0.995141606147109,0.0833758887627522,0.342349044473789
"155",2.04915904066453,0.719526865337218,0.753196874220259
"156",2.02367731137518,0.681445008798631,0.743651654336696
"157",1.96937362302642,0.730573824365775,0.776695886327183
"158",1.93495126773719,0.726545371628531,0.773993963132526
"159",1.8341040246383,0.594685907297671,0.659715284620508
"160",1.67308642075086,0.657870357759317,0.753882945827638
"161",1.68763437709708,0.525405813339003,0.702710990678551
"162",1.64845094428317,0.44505031230351,0.701493771004418
"163",1.58880936016899,0.417168357636713,0.805775811736757
"164",1.56555655590868,0.504191944266919,0.867027606506309
"165",1.97567718492908,0.731664948096057,0.808945946677053
"166",1.6276083337155,0.534703036031188,0.704151565200225
"167",1.67260298634457,0.575636924766146,0.827070632909514
"168",1.7361936399462,0.575930937928965,0.731778091429809
"169",1.70724694098909,0.600430521033599,0.809178347365779
"170",1.59048158101652,0.484183656816488,0.800957529534918
"171",1.60276136187231,0.507008019622035,0.762292881828513
"172",1.66397434489013,0.537489785110086,0.783942859847306
"173",1.52956010665254,0.472068161160778,0.826247656111262
"174",1.73398289291194,0.616723345441911,0.883707924496846
"175",1.82382793201634,0.620493109474683,0.781788814669169
"176",1.59014467518313,0.51576771274515,0.84526798952994
"177",1.56329622579659,0.465358611686154,0.796112687862945
"178",1.62478343378742,0.564586406363431,0.801513729525529
"179",1.65859554031053,0.585799886938836,0.83655171231904
"180",1.76664064992215,0.643263055036973,0.837557341971087
"181",1.76317526044316,0.580871355101971,0.709607848751281
"182",1.84823637833352,0.631066763984796,0.73802031696632
"183",1.65962635677747,0.540062305644812,0.756166415926955
"184",1.60824534068862,0.533688976886739,0.815500111535157
"185",1.62601145739388,0.49089593491544,0.750480048813784
"186",1.75306294564639,0.62620961771855,0.831307250150361
"187",1.71964004702671,0.597860506557149,0.800672875602024
"188",1.66028437191692,0.593367524050936,0.908210560341728
"189",1.66697857353871,0.647429874415344,1.02792292585148
"190",1.58071147577447,0.568491640754624,0.9968201235096
"191",1.60594083131896,0.540590622493927,0.976308085096654
"192",1.51945028444482,0.462354738267976,0.967983139886694
"193",1.47198826383863,0.39869053266278,0.880738337297549
"194",1.59757827713865,0.486587687643923,0.89473044660311
"195",1.65280128748125,0.555301994915634,0.918550606189788
"196",1.47672604794262,0.37236025185531,0.855122727507137
"197",1.51936916022573,0.433353808023971,0.895557997114775
"198",1.47314141696343,0.38552366152719,0.851396827532754
"199",1.2262333656944,0.184908135074714,0.822598899787021
"200",1.43241791669671,0.299132123496208,0.773447293866217
"201",1.20048233086276,0.208584112020169,0.773477015786765
"202",1.44207577266848,0.301564615784661,0.811076994228589
"203",1.23225527806088,0.168183259791046,0.833572035621841
"204",1.20775456328715,0.19428317011353,0.785999354069182
"205",1.23951169717717,0.1921494786924,0.781450548767543
"206",1.33356772954225,0.181063158441169,0.753291541746135
"207",1.21768757005506,0.233382519058967,0.750670500862747
"208",1.37158276099332,0.244680097328958,0.734227951073932
"209",1.18311097327382,0.125752435391343,0.722332365796685
