"","GDGT.0_GD-GD-GD","GDGT.1_GD-GD","GDGT.2_GD"
"1",1.8787896467089,0.728095737422097,0.675648622280256
"2",1.70598657618974,0.610956618678874,0.473873027501378
"3",1.87669698908912,0.720442517547904,0.739611458277574
"4",1.96406137996346,0.694692530863298,0.759796657080547
"5",1.93188684233624,0.702901902758927,0.795117298696779
"6",1.83966050619381,0.980731010712042,0.706066506981848
"7",3.0704309230493,0.986778390706898,0.776836199212094
"8",1.80250905266463,0.720040060438175,0.711011329798592
"9",1.72411167975834,0.661661035253547,0.6479153900466
"10",1.78789982131994,0.714150159082454,0.69905382026945
"11",2.02449330078861,0.740063860970653,0.736419097183999
"12",1.83178057399948,0.717768162581578,0.742336343272683
"13",1.75922937023108,0.596172885548281,0.748548155823109
"14",1.80671319781126,0.6788495676253,0.760945490446475
"15",1.91360790645888,0.692430767735572,0.758468756631728
"16",1.91507144269569,0.745376732150649,0.720237457831604
"17",1.89185257253507,0.301483492240463,0.792377633196006
"18",1.85145725452763,0.688646049830933,0.687209208627693
"19",1.81267749754414,0.721402023357687,0.711011329798592
"20",1.98971758206921,0.435305724862371,0.753971632287225
"21",1.58693464773919,0.686783738202083,1.27939277502999
"22",1.84413220028678,0.645625510102212,0.744689446213578
"23",1.55272910385733,0.662280290581927,1.28963648080654
"24",1.71585972353473,0.596291567432112,0.728050871930138
"25",1.77359530511799,0.688604470259686,0.742336343272682
"26",1.77718587472235,0.806839904287703,1.41074901721225
"27",2.10559294969023,0.779227398899999,0.706066506981848
"28",2.04173425873003,0.773965406350492,0.776836199212093
"29",0.901833664392303,-0.0992385849624794,0.346628224764493
"30",2.06588599620674,0.795775572695514,0.818442715786716
"31",1.86603005413471,0.703316518396052,0.742336343272684
"32",1.74313796586928,0.678087515716974,0.711011329798592
"33",1.6907520001958,0.617818436205928,0.699053820269451
"34",1.71982208622676,0.654384657759587,0.71908110960794
"35",1.63268893717126,0.629752777022799,0.678664007579845
"36",1.60205557510924,0.622454814710352,0.693551015990728
"37",1.62858079532441,0.638297505029273,0.708131053795015
"38",1.63546059103011,0.650100305272366,0.703873926058608
"39",2.36877395867739,0.928432390938839,0.776836199212093
"40",2.33386089202463,0.933056480607504,0.685469707673725
"41",2.79302785366857,1.11824954411116,0.815067498012219
"42",2.95603190328898,1.1139746538414,0.82247182515622
"43",2.85399668093939,1.15206603976799,0.980258143468547
"44",2.29754811128145,0.901099409206608,0.776836199212093
"45",3.2151312275649,1.19665483844236,0.776836199212093
"46",3.19833093537647,1.19075031809474,0.833434940592581
"47",3.35268005445954,1.16523562496622,0.57341425495564
"48",0.345638275223953,-0.14921685441422,0.250483751765942
"49",3.18944588166253,1.01445889173824,0.776836199212092
"50",3.24707865403698,1.18506080151881,0.647915390046599
"51",2.63507177687387,0.937482816578047,0.84116296047796
"52",2.88609764707161,1.09030642909487,0.822471825156222
"53",3.07273733537115,1.21154352286688,0.885837190242464
"54",3.05016775100715,1.11665417001835,0.776836199212093
"55",1.76532343017675,0.815186622635295,1.41194464805481
"56",3.03490210805679,1.19075031809474,0.833434940592583
"57",2.61190106642309,1.04025157031861,0.950163951508331
"58",2.05923048910387,0.806687670359008,0.760945490446474
"59",2.26597924169892,0.914383573793636,0.736419097183999
"60",2.59709510168444,1.18012430939073,1.08925913449892
"61",2.10190292998218,0.837225130115238,1.30846077303278
"62",2.77731389255688,1.05358996353481,0.742336343272682
"63",2.71186215905171,1.03653174239196,0.815067498012219
"64",2.29923057055532,0.854366666290932,0.827365317220434
"65",1.84053151378518,0.717904178030791,0.980258143468547
"66",1.57601906776341,0.633374397949645,1.23487190665875
"67",1.50232484171613,0.634271823553423,1.22946107429893
"68",1.66313388560376,0.718243082758997,1.37685963768772
"69",1.57784000990082,0.688955854541821,1.35906250607339
"70",1.67092142018363,0.691609137322926,1.33807647817054
"71",1.61151178567295,0.567904526584781,1.07809232994083
"72",0.545424292054793,0.0241821117829556,0.391195092110409
"73",1.70607388342943,0.797801819433586,1.39513022030586
"74",1.72908693644475,0.799210535609271,1.42154058959989
"75",1.329162519985,0.598065285483075,0.835143341474803
"76",1.59149456547966,0.700537494606149,0.757510338928934
"77",1.87140296983652,0.767838475993227,0.695935864056375
"78",2.82434803477141,1.32187940513001,1.03078726147689
"79",2.81029796004599,1.3790501738149,1.24352312034129
"80",2.59278146055209,1.21468859153346,1.06956129306666
"81",2.97433255740517,1.72849527886168,1.32015626220752
"82",2.89056123139847,1.63970245113702,1.13466924400638
"83",2.66196304474705,1.34492710299982,1.23279887730089
"84",2.66586802906352,1.33536643994363,1.28486766465684
"85",3.05892368307873,1.63739632811078,1.24227574311605
"86",2.9698337185613,1.56866107351671,1.47323271916827
"87",3.15774150977913,1.57317275384405,1.16832277215931
"88",0.841637473676047,0.150691082579115,0.86550173419805
"89",3.42593215031234,1.43677927184157,1.04650378455837
"90",3.44353556687644,1.43557172487922,0.967517136040755
"91",2.44030926127008,1.2895355077037,1.4807101252707
"92",2.46236130396722,1.26985118046158,1.28872411945799
"93",3.30189264864489,0.965664788432818,0.376749696552692
"94",3.41575773733025,0.992944818796062,0.410595126919071
"95",3.36942344513989,0.869810123839469,0.335492454759774
"96",3.10250048343117,0.92465187333652,0.251263833398204
"97",3.29019107028404,0.815104434009877,0.356556227492123
"98",3.4138445001066,1.07649699468502,0.272127089673533
"99",2.4931212313362,1.00690575625624,0.399737227877694
"100",2.80482709704169,1.06552821078599,0.24550478741102
"101",3.3211140008821,0.986138351889544,0.123286462372915
"102",2.92739329212772,0.919326593549511,0.254390824836679
"103",3.23468797671007,0.923661646771877,0.151785376090362
"104",3.40677137529282,1.03614680450033,0.0449107598825081
"105",3.39035463291635,0.947391798167238,0.0107957330752572
"106",3.09431461999738,0.966797620948743,0.412101212219407
"107",3.4090988645289,0.949316691658899,0.337733682566954
"108",2.73232707284802,0.948417828295609,0.371419368259608
"109",2.6932980419171,0.932336196647466,0.513757749756404
"110",2.97841084269312,0.951704765858407,0.362930813435704
"111",3.26503352183478,0.946864251343767,0.116499542544049
"112",2.90472086041694,0.994695943413871,0.427033131982281
"113",3.2299122783672,0.950774374737875,0.342413620435585
"114",3.4578952959176,1.06220858119665,0
"115",3.31732000070478,0.957252191681618,0.110553366585129
"116",2.55751878990565,0.757367780592548,0.55419075079228
"117",2.90493791513023,1.18784910683346,0.655875400347834
"118",2.79726191799319,1.11055245082927,0.621941937206073
"119",3.05023950539259,1.23292774345369,1.0290434707505
"120",2.94967174539445,1.17989304137122,1.13804446178087
"121",3.08340076091173,1.16792657010666,0.927139836257539
"122",2.68685425186899,0.989731692267347,0.973800502411882
"123",3.31783662231085,1.1111530571052,0.437726822084393
"124",3.5169987018537,1.29744256321903,0.699620639362877
"125",3.63945152249651,1.19949978577746,0.658711123121856
"126",3.57352660530108,1.38104201210096,0.838362533921839
